127.0.0.1 - - [03/Mar/2018:10:29:15 +0530] "GET /jenkins HTTP/1.1" 302 -
127.0.0.1 - - [03/Mar/2018:10:29:27 +0530] "GET /jenkins/ HTTP/1.1" 503 1630
127.0.0.1 - - [03/Mar/2018:10:29:27 +0530] "GET /jenkins/ HTTP/1.1" 503 1630
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/behavior.js HTTP/1.1" 200 2360
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/prototype.js HTTP/1.1" 200 37879
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 200 3038
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/dom/dom-min.js HTTP/1.1" 200 5739
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/event/event-min.js HTTP/1.1" 200 5146
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/animation/animation-min.js HTTP/1.1" 200 4877
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 200 6974
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/container/container-min.js HTTP/1.1" 200 19888
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/connection/connection-min.js HTTP/1.1" 200 4442
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/datasource/datasource-min.js HTTP/1.1" 200 8248
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 200 7254
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/menu/menu-min.js HTTP/1.1" 200 15901
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/element/element-min.js HTTP/1.1" 200 2698
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/button/button-min.js HTTP/1.1" 200 8305
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/storage/storage-min.js HTTP/1.1" 200 4048
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/hudson-behavior.js HTTP/1.1" 200 28815
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/sortable.js HTTP/1.1" 200 3999
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/container/assets/container.css HTTP/1.1" 200 2306
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 200 16551
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 200 1277
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/css/layout-common.css HTTP/1.1" 200 1266
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 200 810
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 200 1301
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/css/responsive-grid.css HTTP/1.1" 200 4051
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/css/color.css HTTP/1.1" 200 763
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/jsbundles/page-init.js HTTP/1.1" 200 9291
127.0.0.1 - - [03/Mar/2018:10:29:31 +0530] "GET /jenkins/static/41a28065/css/style.css HTTP/1.1" 200 9451
127.0.0.1 - - [03/Mar/2018:10:29:34 +0530] "GET /jenkins/adjuncts/41a28065/org/kohsuke/stapler/bind.js HTTP/1.1" 503 1629
127.0.0.1 - - [03/Mar/2018:10:29:34 +0530] "GET /jenkins/static/41a28065/images/headshot.png HTTP/1.1" 200 2409
127.0.0.1 - - [03/Mar/2018:10:29:34 +0530] "GET /jenkins/static/41a28065/images/16x16/help.png HTTP/1.1" 200 763
127.0.0.1 - - [03/Mar/2018:10:29:34 +0530] "GET /jenkins/static/41a28065/images/title.png HTTP/1.1" 200 2510
127.0.0.1 - - [03/Mar/2018:10:29:34 +0530] "GET /jenkins/adjuncts/41a28065/lib/layout/breadcrumbs.css HTTP/1.1" 503 1629
127.0.0.1 - - [03/Mar/2018:10:29:34 +0530] "GET /jenkins/adjuncts/41a28065/lib/layout/breadcrumbs.js HTTP/1.1" 503 1629
127.0.0.1 - - [03/Mar/2018:10:29:34 +0530] "GET /jenkins/static/41a28065/assets/jquery-detached/jsmodules/jquery2.js HTTP/1.1" 503 1629
127.0.0.1 - - [03/Mar/2018:10:29:35 +0530] "GET /jenkins/static/41a28065/images/16x16/search.png HTTP/1.1" 200 774
127.0.0.1 - - [03/Mar/2018:10:29:36 +0530] "GET /jenkins/static/41a28065/favicon.ico HTTP/1.1" 200 17542
127.0.0.1 - - [03/Mar/2018:10:29:37 +0530] "GET /jenkins/adjuncts/41a28065/lib/layout/breadcrumbs.js HTTP/1.1" 503 1630
127.0.0.1 - - [03/Mar/2018:10:29:43 +0530] "GET /jenkins/ HTTP/1.1" 503 1629
127.0.0.1 - - [03/Mar/2018:10:29:48 +0530] "GET /jenkins/ HTTP/1.1" 503 1629
127.0.0.1 - - [03/Mar/2018:10:29:53 +0530] "GET /jenkins/ HTTP/1.1" 503 1629
127.0.0.1 - - [03/Mar/2018:10:29:58 +0530] "GET /jenkins/ HTTP/1.1" 503 1629
127.0.0.1 - - [03/Mar/2018:10:30:03 +0530] "GET /jenkins/ HTTP/1.1" 503 1629
127.0.0.1 - - [03/Mar/2018:10:30:08 +0530] "GET /jenkins/ HTTP/1.1" 503 1629
127.0.0.1 - - [03/Mar/2018:10:30:16 +0530] "GET /jenkins/ HTTP/1.1" 503 3447
127.0.0.1 - - [03/Mar/2018:10:30:33 +0530] "GET /jenkins/ HTTP/1.1" 200 4642
127.0.0.1 - - [03/Mar/2018:10:30:36 +0530] "GET /jenkins/ HTTP/1.1" 200 4642
127.0.0.1 - - [03/Mar/2018:10:30:38 +0530] "GET /jenkins/static/41a28065/scripts/yui/cookie/cookie-min.js HTTP/1.1" 200 1430
127.0.0.1 - - [03/Mar/2018:10:30:38 +0530] "GET /jenkins/adjuncts/41a28065/jenkins/management/AdministrativeMonitorsDecorator/resources.js HTTP/1.1" 200 376
127.0.0.1 - - [03/Mar/2018:10:30:38 +0530] "GET /jenkins/adjuncts/41a28065/lib/layout/breadcrumbs.js HTTP/1.1" 200 3019
